ip,latitude,longitude,device_type,model,location_label,last_seen,port,org,country,region,poc_batch,trial_profile
10.0.9.156,38.578004,-76.968191,Dome Camera,Dahua SD49425XB,Washington Sector 16,2025-08-08,443,Cloudflare,US,North America,GLOBAL_500_V2,expired_heavy
10.0.9.157,25.503849,51.603999,PTZ Camera,Axis P5655-E,Doha Sector 17,2025-11-19,8080,Cloudflare,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.9.158,1.545407,103.578543,PTZ Camera,Axis P5655-E,Singapore Sector 18,2025-07-27,80,Lumen,SG,Asia,GLOBAL_500_V2,expired_heavy
10.0.9.159,-34.503587,-58.577467,PTZ Camera,Dahua SD49425XB,Buenos Aires Sector 19,2025-11-22,8080,Lumen,AR,South America,GLOBAL_500_V2,expired_heavy
10.0.9.160,49.040443,2.634192,Bullet Camera,Hikvision DS-2CD2085G1,Paris Sector 20,2025-12-01,554,Lumen,FR,Europe,GLOBAL_500_V2,expired_heavy
10.0.10.161,-23.7294,-46.958974,PTZ Camera,Dahua SD49425XB,Sao Paulo Sector 1,2025-03-04,554,Lumen,BR,South America,GLOBAL_500_V2,expired_heavy
10.0.10.162,37.750133,127.226402,Bullet Camera,Sony SNC-EP580,Seoul Sector 2,2024-11-19,443,Lumen,KR,Asia,GLOBAL_500_V2,expired_heavy
10.0.10.163,24.574615,46.660887,Bullet Camera,Hanwha XNV-8080R,Riyadh Sector 3,2025-12-27,8080,Airtel,SA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.10.164,25.03785,46.626121,Bullet Camera,Hikvision DS-2CD2085G1,Riyadh Sector 4,2025-09-27,80,BT,SA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.10.165,40.242418,-3.7509,IP Camera,Sony SNC-EP580,Madrid Sector 5,2024-12-25,554,Cloudflare,ES,Europe,GLOBAL_500_V2,expired_heavy
10.0.10.166,-11.707125,-76.732787,IP Camera,Axis P5655-E,Lima Sector 6,2025-11-01,80,Lumen,PE,South America,GLOBAL_500_V2,expired_heavy
10.0.10.167,41.344391,29.327591,PTZ Camera,Dahua SD49425XB,Istanbul Sector 7,2025-06-25,80,DigitalOcean,TR,Middle East,GLOBAL_500_V2,expired_heavy
10.0.10.168,51.248148,-0.191551,Bullet Camera,Sony SNC-EP580,London Sector 8,2024-11-09,443,Cloudflare,GB,Europe,GLOBAL_500_V2,expired_heavy
10.0.10.169,41.098618,29.324952,Bullet Camera,Hanwha XNV-8080R,Istanbul Sector 9,2024-12-09,443,Cloudflare,TR,Middle East,GLOBAL_500_V2,expired_heavy
10.0.10.170,51.338761,0.080009,IP Camera,Dahua SD49425XB,London Sector 10,2025-06-09,80,Cloudflare,GB,Europe,GLOBAL_500_V2,expired_heavy
10.0.10.171,6.761414,3.114016,PTZ Camera,Axis P5655-E,Lagos Sector 11,2024-12-06,80,Cloudflare,NG,Africa,GLOBAL_500_V2,expired_heavy
10.0.10.172,24.460633,46.388348,PTZ Camera,Hikvision DS-2CD2085G1,Riyadh Sector 12,2024-10-08,443,Cloudflare,SA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.10.173,19.764583,-99.418389,Bullet Camera,Sony SNC-EP580,Mexico City Sector 13,2025-04-06,554,Verizon,MX,North America,GLOBAL_500_V2,expired_heavy
10.0.10.174,25.077716,51.7937,Bullet Camera,Hanwha XNV-8080R,Doha Sector 14,2025-11-16,554,Cloudflare,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.10.175,24.540288,46.814955,PTZ Camera,Axis P5655-E,Riyadh Sector 15,2025-04-10,443,Lumen,SA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.10.176,19.173558,-98.843259,IP Camera,Dahua SD49425XB,Mexico City Sector 16,2025-06-27,80,Cloudflare,MX,North America,GLOBAL_500_V2,expired_heavy
10.0.11.177,-0.983043,36.625744,Dome Camera,Dahua SD49425XB,Nairobi Sector 17,2025-03-07,554,Lumen,KE,Africa,GLOBAL_500_V2,expired_heavy
10.0.11.178,41.133039,29.294514,PTZ Camera,Bosch FLEXIDOME,Istanbul Sector 18,2025-11-17,443,BT,TR,Middle East,GLOBAL_500_V2,expired_heavy
10.0.11.179,25.504019,55.412031,PTZ Camera,Hanwha XNV-8080R,Dubai Sector 19,2025-08-04,80,BT,AE,Middle East,GLOBAL_500_V2,expired_heavy
10.0.11.180,-23.873784,-46.817479,Dome Camera,Bosch FLEXIDOME,Sao Paulo Sector 20,2024-11-19,443,Cloudflare,BR,South America,GLOBAL_500_V2,expired_heavy
10.0.11.181,4.43637,-73.778604,IP Camera,Dahua SD49425XB,Bogota Sector 1,2025-10-24,80,Airtel,CO,South America,GLOBAL_500_V2,expired_heavy
10.0.11.182,33.233467,-7.419015,Bullet Camera,Hanwha XNV-8080R,Casablanca Sector 2,2024-09-22,554,Cloudflare,MA,Africa,GLOBAL_500_V2,expired_heavy
10.0.11.183,19.373416,72.600105,IP Camera,Hanwha XNV-8080R,Mumbai Sector 3,2024-10-13,443,Lumen,IN,Asia,GLOBAL_500_V2,expired_heavy
10.0.11.184,18.905214,72.569749,Dome Camera,Hikvision DS-2CD2085G1,Mumbai Sector 4,2026-02-28,80,Lumen,IN,Asia,GLOBAL_500_V2,expired_heavy
10.0.11.185,40.736372,28.865975,Bullet Camera,Dahua SD49425XB,Istanbul Sector 5,2024-10-27,443,Lumen,TR,Middle East,GLOBAL_500_V2,expired_heavy
10.0.11.186,1.098164,103.484632,PTZ Camera,Hanwha XNV-8080R,Singapore Sector 6,2024-11-11,443,Lumen,SG,Asia,GLOBAL_500_V2,expired_heavy
10.0.11.187,-34.662565,-58.532454,PTZ Camera,Bosch FLEXIDOME,Buenos Aires Sector 7,2025-11-26,8080,DigitalOcean,AR,South America,GLOBAL_500_V2,expired_heavy
10.0.11.188,32.067607,35.030163,Bullet Camera,Bosch FLEXIDOME,Tel Aviv Sector 8,2025-11-29,554,Lumen,IL,Middle East,GLOBAL_500_V2,expired_heavy
10.0.11.189,28.707109,77.166399,PTZ Camera,Hikvision DS-2CD2085G1,Delhi Sector 9,2024-12-17,554,Comcast,IN,Asia,GLOBAL_500_V2,expired_heavy
10.0.11.190,-34.330232,-58.523638,PTZ Camera,Hanwha XNV-8080R,Buenos Aires Sector 10,2025-08-06,554,Lumen,AR,South America,GLOBAL_500_V2,expired_heavy
10.0.11.191,52.290922,13.506584,Bullet Camera,Sony SNC-EP580,Berlin Sector 11,2025-09-02,554,Cloudflare,DE,Europe,GLOBAL_500_V2,expired_heavy
10.0.11.192,5.951949,-0.137962,Bullet Camera,Axis P5655-E,Accra Sector 12,2026-01-03,554,Lumen,GH,Africa,GLOBAL_500_V2,expired_heavy
10.0.12.193,25.163607,55.193805,IP Camera,Dahua SD49425XB,Dubai Sector 13,2025-06-01,8080,Cloudflare,AE,Middle East,GLOBAL_500_V2,expired_heavy
10.0.12.194,41.258581,29.181931,Dome Camera,Hikvision DS-2CD2085G1,Istanbul Sector 14,2025-08-01,8080,Cloudflare,TR,Middle East,GLOBAL_500_V2,expired_heavy
10.0.12.195,-1.156327,36.693207,IP Camera,Axis P5655-E,Nairobi Sector 15,2025-07-12,8080,Lumen,KE,Africa,GLOBAL_500_V2,expired_heavy
10.0.12.196,39.119431,-77.251884,PTZ Camera,Hikvision DS-2CD2085G1,Washington Sector 16,2024-12-15,80,Lumen,US,North America,GLOBAL_500_V2,expired_heavy
10.0.12.197,40.968943,-73.762541,Dome Camera,Sony SNC-EP580,New York Sector 17,2025-08-30,443,DigitalOcean,US,North America,GLOBAL_500_V2,expired_heavy
10.0.12.198,51.679818,0.109894,Dome Camera,Hanwha XNV-8080R,London Sector 18,2024-10-08,8080,Cloudflare,GB,Europe,GLOBAL_500_V2,expired_heavy
10.0.12.199,-26.327647,27.81005,PTZ Camera,Axis P5655-E,Johannesburg Sector 19,2025-10-21,8080,Lumen,ZA,Africa,GLOBAL_500_V2,expired_heavy
10.0.12.200,42.034031,12.345495,PTZ Camera,Hikvision DS-2CD2085G1,Rome Sector 20,2025-11-26,554,Cloudflare,IT,Europe,GLOBAL_500_V2,expired_heavy
10.0.12.201,-26.255589,28.312417,Dome Camera,Bosch FLEXIDOME,Johannesburg Sector 1,2025-11-30,443,Cloudflare,ZA,Africa,GLOBAL_500_V2,expired_heavy
10.0.12.202,25.411415,51.527318,IP Camera,Axis P5655-E,Doha Sector 2,2025-06-30,443,Lumen,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.12.203,29.995772,31.352756,IP Camera,Bosch FLEXIDOME,Cairo Sector 3,2025-05-10,443,Cloudflare,EG,Africa,GLOBAL_500_V2,expired_heavy
10.0.12.204,19.525698,-99.37039,PTZ Camera,Sony SNC-EP580,Mexico City Sector 4,2025-11-25,8080,Lumen,MX,North America,GLOBAL_500_V2,expired_heavy
10.0.12.205,-33.520418,150.898809,IP Camera,Axis P5655-E,Sydney Sector 5,2025-01-12,443,Cloudflare,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.0.12.206,19.593353,-99.147155,PTZ Camera,Bosch FLEXIDOME,Mexico City Sector 6,2025-02-17,554,Cloudflare,MX,North America,GLOBAL_500_V2,expired_heavy
10.0.12.207,19.716268,-99.473179,PTZ Camera,Bosch FLEXIDOME,Mexico City Sector 7,2025-07-27,443,Verizon,MX,North America,GLOBAL_500_V2,expired_heavy
10.0.12.208,-36.798704,175.01488,Dome Camera,Hikvision DS-2CD2085G1,Auckland Sector 8,2025-02-23,80,Comcast,NZ,Oceania,GLOBAL_500_V2,expired_heavy
10.0.13.209,-23.483929,-46.770769,IP Camera,Axis P5655-E,Sao Paulo Sector 9,2025-05-31,8080,Cloudflare,BR,South America,GLOBAL_500_V2,expired_heavy
10.0.13.210,-33.674226,151.54237,Bullet Camera,Dahua SD49425XB,Sydney Sector 10,2025-12-01,80,Cloudflare,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.0.13.211,35.918679,139.86661,Dome Camera,Bosch FLEXIDOME,Tokyo Sector 11,2026-01-01,554,Lumen,JP,Asia,GLOBAL_500_V2,expired_heavy
10.0.13.212,38.793335,-77.358034,PTZ Camera,Hikvision DS-2CD2085G1,Washington Sector 12,2025-02-09,8080,Lumen,US,North America,GLOBAL_500_V2,expired_heavy
10.0.13.213,-23.246851,-46.571707,Dome Camera,Hikvision DS-2CD2085G1,Sao Paulo Sector 13,2026-02-04,554,Airtel,BR,South America,GLOBAL_500_V2,expired_heavy
10.0.13.214,14.030769,100.295144,PTZ Camera,Dahua SD49425XB,Bangkok Sector 14,2024-10-19,443,Cloudflare,TH,Asia,GLOBAL_500_V2,expired_heavy
10.0.13.215,-31.768826,116.123461,IP Camera,Dahua SD49425XB,Perth Sector 15,2024-10-09,554,Verizon,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.0.13.216,19.347505,72.752234,Bullet Camera,Bosch FLEXIDOME,Mumbai Sector 16,2025-08-09,8080,DigitalOcean,IN,Asia,GLOBAL_500_V2,expired_heavy
10.0.13.217,-33.594243,151.066253,IP Camera,Sony SNC-EP580,Sydney Sector 17,2026-01-02,443,Cloudflare,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.0.13.218,19.58525,-98.97551,IP Camera,Hanwha XNV-8080R,Mexico City Sector 18,2025-06-25,554,Lumen,MX,North America,GLOBAL_500_V2,expired_heavy
10.0.13.219,49.17547,2.119639,Bullet Camera,Dahua SD49425XB,Paris Sector 19,2025-07-08,8080,Cloudflare,FR,Europe,GLOBAL_500_V2,expired_heavy
10.0.13.220,-26.484546,27.978266,PTZ Camera,Dahua SD49425XB,Johannesburg Sector 20,2025-12-30,8080,Cloudflare,ZA,Africa,GLOBAL_500_V2,expired_heavy
10.0.13.221,-26.4445,27.790208,Dome Camera,Sony SNC-EP580,Johannesburg Sector 1,2026-02-20,8080,Lumen,ZA,Africa,GLOBAL_500_V2,expired_heavy
10.0.13.222,40.655037,-3.743108,Bullet Camera,Dahua SD49425XB,Madrid Sector 2,2025-12-26,80,Lumen,ES,Europe,GLOBAL_500_V2,expired_heavy
10.0.13.223,-34.583404,-58.458723,Dome Camera,Hanwha XNV-8080R,Buenos Aires Sector 3,2024-11-16,443,Lumen,AR,South America,GLOBAL_500_V2,expired_heavy
10.0.13.224,25.378195,51.785998,Bullet Camera,Dahua SD49425XB,Doha Sector 4,2025-12-10,80,Lumen,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.14.225,40.424799,-74.182544,IP Camera,Axis P5655-E,New York Sector 5,2025-08-18,554,Airtel,US,North America,GLOBAL_500_V2,expired_heavy
10.0.14.226,-34.715528,-58.249409,PTZ Camera,Dahua SD49425XB,Buenos Aires Sector 6,2025-08-02,443,Lumen,AR,South America,GLOBAL_500_V2,expired_heavy
10.0.14.227,25.505491,54.955876,IP Camera,Dahua SD49425XB,Dubai Sector 7,2025-07-03,8080,Cloudflare,AE,Middle East,GLOBAL_500_V2,expired_heavy
10.0.14.228,40.474456,-73.790434,Dome Camera,Hanwha XNV-8080R,New York Sector 8,2025-10-19,80,Airtel,US,North America,GLOBAL_500_V2,expired_heavy
10.0.14.229,37.558167,126.840765,IP Camera,Dahua SD49425XB,Seoul Sector 9,2024-12-26,554,Airtel,KR,Asia,GLOBAL_500_V2,expired_heavy
10.0.14.230,-37.053005,174.659125,Bullet Camera,Hanwha XNV-8080R,Auckland Sector 10,2025-11-11,443,Lumen,NZ,Oceania,GLOBAL_500_V2,expired_heavy
10.0.14.231,41.964543,12.188527,Dome Camera,Axis P5655-E,Rome Sector 11,2024-11-12,80,Cloudflare,IT,Europe,GLOBAL_500_V2,expired_heavy
10.0.14.232,52.672907,13.174996,Dome Camera,Dahua SD49425XB,Berlin Sector 12,2026-02-03,443,Cloudflare,DE,Europe,GLOBAL_500_V2,expired_heavy
10.0.14.233,25.185521,51.422866,Dome Camera,Bosch FLEXIDOME,Doha Sector 13,2025-04-29,8080,Lumen,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.14.234,37.519451,127.279718,PTZ Camera,Hikvision DS-2CD2085G1,Seoul Sector 14,2025-01-10,554,Lumen,KR,Asia,GLOBAL_500_V2,expired_heavy
10.0.14.235,25.479784,51.753636,Bullet Camera,Axis P5655-E,Doha Sector 15,2024-10-08,80,Cloudflare,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.14.236,-23.672284,-46.385176,Bullet Camera,Axis P5655-E,Sao Paulo Sector 16,2025-02-13,443,Cloudflare,BR,South America,GLOBAL_500_V2,expired_heavy
10.0.14.237,33.836211,-7.567803,Bullet Camera,Dahua SD49425XB,Casablanca Sector 17,2025-04-23,80,Lumen,MA,Africa,GLOBAL_500_V2,expired_heavy
10.0.14.238,52.582017,13.181713,IP Camera,Hikvision DS-2CD2085G1,Berlin Sector 18,2025-03-03,8080,Cloudflare,DE,Europe,GLOBAL_500_V2,expired_heavy
10.0.14.239,25.311566,55.604519,PTZ Camera,Axis P5655-E,Dubai Sector 19,2025-10-10,80,Airtel,AE,Middle East,GLOBAL_500_V2,expired_heavy
10.0.14.240,43.989472,-79.052344,IP Camera,Dahua SD49425XB,Toronto Sector 20,2025-10-05,8080,Lumen,CA,North America,GLOBAL_500_V2,expired_heavy
10.0.15.241,-23.422163,-46.427015,PTZ Camera,Bosch FLEXIDOME,Sao Paulo Sector 1,2024-11-04,80,Cloudflare,BR,South America,GLOBAL_500_V2,expired_heavy
10.0.15.242,13.582082,100.337263,PTZ Camera,Bosch FLEXIDOME,Bangkok Sector 2,2024-09-26,554,Cloudflare,TH,Asia,GLOBAL_500_V2,expired_heavy
10.0.15.243,-11.86751,-77.142582,Dome Camera,Sony SNC-EP580,Lima Sector 3,2025-09-30,8080,Verizon,PE,South America,GLOBAL_500_V2,expired_heavy
10.0.15.244,-1.535746,37.155265,IP Camera,Axis P5655-E,Nairobi Sector 4,2024-10-23,80,Lumen,KE,Africa,GLOBAL_500_V2,expired_heavy
10.0.15.245,28.428836,76.882072,Dome Camera,Axis P5655-E,Delhi Sector 5,2025-05-01,8080,Cloudflare,IN,Asia,GLOBAL_500_V2,expired_heavy
10.0.15.246,-26.363141,27.945054,PTZ Camera,Sony SNC-EP580,Johannesburg Sector 6,2025-10-28,443,Lumen,ZA,Africa,GLOBAL_500_V2,expired_heavy
10.0.15.247,41.937843,12.448455,IP Camera,Dahua SD49425XB,Rome Sector 7,2026-01-06,8080,Lumen,IT,Europe,GLOBAL_500_V2,expired_heavy
10.0.15.248,-12.057599,-76.916392,Dome Camera,Bosch FLEXIDOME,Lima Sector 8,2026-03-08,443,Cloudflare,PE,South America,GLOBAL_500_V2,expired_heavy
10.0.15.249,25.112907,51.334989,IP Camera,Hanwha XNV-8080R,Doha Sector 9,2025-10-02,80,Cloudflare,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.15.250,19.740504,-99.288676,Dome Camera,Axis P5655-E,Mexico City Sector 10,2026-02-24,443,Cloudflare,MX,North America,GLOBAL_500_V2,expired_heavy
10.0.15.251,40.731596,-4.051292,Bullet Camera,Bosch FLEXIDOME,Madrid Sector 11,2026-03-09,8080,Cloudflare,ES,Europe,GLOBAL_500_V2,expired_heavy
10.0.15.252,5.924307,0.146825,PTZ Camera,Hanwha XNV-8080R,Accra Sector 12,2025-07-18,80,Lumen,GH,Africa,GLOBAL_500_V2,expired_heavy
10.0.15.253,-32.204304,116.114152,Bullet Camera,Sony SNC-EP580,Perth Sector 13,2025-06-02,554,Verizon,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.0.15.254,25.341492,51.193165,Dome Camera,Dahua SD49425XB,Doha Sector 14,2026-01-26,80,Lumen,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.0.15.1,41.241809,28.966691,Bullet Camera,Hikvision DS-2CD2085G1,Istanbul Sector 15,2025-08-10,80,Cloudflare,TR,Middle East,GLOBAL_500_V2,expired_heavy
10.0.15.2,6.328282,3.548267,IP Camera,Hanwha XNV-8080R,Lagos Sector 16,2024-12-18,8080,Verizon,NG,Africa,GLOBAL_500_V2,expired_heavy
10.1.16.3,40.368261,-73.78027,Bullet Camera,Sony SNC-EP580,New York Sector 17,2025-05-04,80,Verizon,US,North America,GLOBAL_500_V2,expired_heavy
10.1.16.4,-33.986618,151.19674,Bullet Camera,Hanwha XNV-8080R,Sydney Sector 18,2025-11-25,8080,Cloudflare,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.1.16.5,-31.927287,115.715965,Dome Camera,Dahua SD49425XB,Perth Sector 19,2025-11-04,443,Cloudflare,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.1.16.6,32.347246,34.979489,IP Camera,Hanwha XNV-8080R,Tel Aviv Sector 20,2024-11-12,80,AT&T,IL,Middle East,GLOBAL_500_V2,expired_heavy
10.1.16.7,19.406877,72.582537,IP Camera,Dahua SD49425XB,Mumbai Sector 1,2024-10-27,80,Lumen,IN,Asia,GLOBAL_500_V2,expired_heavy
10.1.16.8,28.68968,77.138365,Bullet Camera,Hikvision DS-2CD2085G1,Delhi Sector 2,2024-12-13,8080,Airtel,IN,Asia,GLOBAL_500_V2,expired_heavy
10.1.16.9,52.288428,21.157414,Dome Camera,Hanwha XNV-8080R,Warsaw Sector 3,2025-04-09,8080,BT,PL,Europe,GLOBAL_500_V2,expired_heavy
10.1.16.10,35.445812,139.498249,Dome Camera,Dahua SD49425XB,Tokyo Sector 4,2026-03-02,443,Airtel,JP,Asia,GLOBAL_500_V2,expired_heavy
10.1.16.11,-36.748295,175.027813,IP Camera,Dahua SD49425XB,Auckland Sector 5,2025-04-24,80,BT,NZ,Oceania,GLOBAL_500_V2,expired_heavy
10.1.16.12,37.719148,127.300841,Bullet Camera,Sony SNC-EP580,Seoul Sector 6,2026-01-20,443,Airtel,KR,Asia,GLOBAL_500_V2,expired_heavy
10.1.16.13,-36.940524,174.637994,Dome Camera,Dahua SD49425XB,Auckland Sector 7,2025-11-08,554,Lumen,NZ,Oceania,GLOBAL_500_V2,expired_heavy
10.1.16.14,-11.94345,-77.13113,Bullet Camera,Hanwha XNV-8080R,Lima Sector 8,2025-02-02,80,AT&T,PE,South America,GLOBAL_500_V2,expired_heavy
10.1.16.15,-31.898445,115.517867,Dome Camera,Hikvision DS-2CD2085G1,Perth Sector 9,2024-11-06,554,Cloudflare,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.1.16.16,29.716684,31.365627,IP Camera,Sony SNC-EP580,Cairo Sector 10,2024-11-29,554,Cloudflare,EG,Africa,GLOBAL_500_V2,expired_heavy
10.1.16.17,43.636079,-79.307001,IP Camera,Sony SNC-EP580,Toronto Sector 11,2025-05-09,80,Lumen,CA,North America,GLOBAL_500_V2,expired_heavy
10.1.16.18,48.830892,2.392985,Dome Camera,Hanwha XNV-8080R,Paris Sector 12,2025-03-03,554,Cloudflare,FR,Europe,GLOBAL_500_V2,expired_heavy
10.1.17.19,39.033446,-77.18793,Dome Camera,Hikvision DS-2CD2085G1,Washington Sector 13,2025-10-25,8080,Verizon,US,North America,GLOBAL_500_V2,expired_heavy
10.1.17.20,32.086253,34.938997,Bullet Camera,Axis P5655-E,Tel Aviv Sector 14,2024-12-08,443,Lumen,IL,Middle East,GLOBAL_500_V2,expired_heavy
10.1.17.21,30.256282,31.53519,IP Camera,Dahua SD49425XB,Cairo Sector 15,2024-11-02,443,Cloudflare,EG,Africa,GLOBAL_500_V2,expired_heavy
10.1.17.22,40.189818,-3.434602,Bullet Camera,Hikvision DS-2CD2085G1,Madrid Sector 16,2025-08-21,8080,Lumen,ES,Europe,GLOBAL_500_V2,expired_heavy
10.1.17.23,52.25483,21.050437,IP Camera,Axis P5655-E,Warsaw Sector 17,2024-12-09,80,Cloudflare,PL,Europe,GLOBAL_500_V2,expired_heavy
10.1.17.24,43.557531,-79.151728,Dome Camera,Sony SNC-EP580,Toronto Sector 18,2025-01-21,443,Cloudflare,CA,North America,GLOBAL_500_V2,expired_heavy
10.1.17.25,25.266005,51.445631,Bullet Camera,Hanwha XNV-8080R,Doha Sector 19,2025-07-19,8080,Cloudflare,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.1.17.26,43.480041,-79.249275,Bullet Camera,Axis P5655-E,Toronto Sector 20,2025-05-09,8080,Lumen,CA,North America,GLOBAL_500_V2,expired_heavy
10.1.17.27,51.42879,-0.309113,Dome Camera,Axis P5655-E,London Sector 1,2025-07-06,8080,Cloudflare,GB,Europe,GLOBAL_500_V2,expired_heavy
10.1.17.28,6.384742,3.191369,IP Camera,Sony SNC-EP580,Lagos Sector 2,2025-07-02,8080,Lumen,NG,Africa,GLOBAL_500_V2,expired_heavy
10.1.17.29,25.024318,51.558482,IP Camera,Sony SNC-EP580,Doha Sector 3,2025-02-09,443,BT,QA,Middle East,GLOBAL_500_V2,expired_heavy
10.1.17.30,40.317605,-3.652391,Bullet Camera,Axis P5655-E,Madrid Sector 4,2025-01-21,443,DigitalOcean,ES,Europe,GLOBAL_500_V2,expired_heavy
10.1.17.31,29.959425,31.134433,Dome Camera,Axis P5655-E,Cairo Sector 5,2025-05-04,8080,Cloudflare,EG,Africa,GLOBAL_500_V2,expired_heavy
10.1.17.32,31.967781,35.111435,IP Camera,Hanwha XNV-8080R,Tel Aviv Sector 6,2024-10-06,554,Lumen,IL,Middle East,GLOBAL_500_V2,expired_heavy
10.1.17.33,33.552894,-7.717352,PTZ Camera,Hikvision DS-2CD2085G1,Casablanca Sector 7,2026-03-09,8080,Cloudflare,MA,Africa,GLOBAL_500_V2,expired_heavy
10.1.17.34,24.588538,46.813326,PTZ Camera,Sony SNC-EP580,Riyadh Sector 8,2025-10-06,554,Cloudflare,SA,Middle East,GLOBAL_500_V2,expired_heavy
10.1.18.35,37.657239,126.702806,Bullet Camera,Sony SNC-EP580,Seoul Sector 9,2025-11-13,8080,Lumen,KR,Asia,GLOBAL_500_V2,expired_heavy
10.1.18.36,-33.78007,151.154949,IP Camera,Bosch FLEXIDOME,Sydney Sector 10,2025-11-17,554,Comcast,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.1.18.37,25.236929,55.256029,PTZ Camera,Axis P5655-E,Dubai Sector 11,2026-03-12,80,Lumen,AE,Middle East,GLOBAL_500_V2,expired_heavy
10.1.18.38,-23.779384,-46.346498,Bullet Camera,Axis P5655-E,Sao Paulo Sector 12,2025-11-07,80,Comcast,BR,South America,GLOBAL_500_V2,expired_heavy
10.1.18.39,4.670087,-73.935249,Dome Camera,Bosch FLEXIDOME,Bogota Sector 13,2026-02-10,8080,Cloudflare,CO,South America,GLOBAL_500_V2,expired_heavy
10.1.18.40,41.320244,28.923524,PTZ Camera,Dahua SD49425XB,Istanbul Sector 14,2025-11-09,443,Cloudflare,TR,Middle East,GLOBAL_500_V2,expired_heavy
10.1.18.41,19.407961,73.174607,PTZ Camera,Axis P5655-E,Mumbai Sector 15,2024-12-02,80,Lumen,IN,Asia,GLOBAL_500_V2,expired_heavy
10.1.18.42,31.951342,35.05463,Bullet Camera,Hikvision DS-2CD2085G1,Tel Aviv Sector 16,2025-04-18,8080,Lumen,IL,Middle East,GLOBAL_500_V2,expired_heavy
10.1.18.43,35.688254,139.460906,IP Camera,Hanwha XNV-8080R,Tokyo Sector 17,2026-01-23,554,Cloudflare,JP,Asia,GLOBAL_500_V2,expired_heavy
10.1.18.44,19.121875,-98.852405,Bullet Camera,Sony SNC-EP580,Mexico City Sector 18,2025-03-08,80,Cloudflare,MX,North America,GLOBAL_500_V2,expired_heavy
10.1.18.45,1.463371,103.927584,PTZ Camera,Hikvision DS-2CD2085G1,Singapore Sector 19,2025-02-13,80,Cloudflare,SG,Asia,GLOBAL_500_V2,expired_heavy
10.1.18.46,-33.54922,151.223293,Bullet Camera,Dahua SD49425XB,Sydney Sector 20,2025-12-02,80,BT,AU,Oceania,GLOBAL_500_V2,expired_heavy
10.1.18.47,5.351247,0.070482,Bullet Camera,Sony SNC-EP580,Accra Sector 1,2025-06-09,8080,Lumen,GH,Africa,GLOBAL_500_V2,expired_heavy
10.1.18.48,25.410471,55.575084,IP Camera,Hikvision DS-2CD2085G1,Dubai Sector 2,2026-01-30,443,Lumen,AE,Middle East,GLOBAL_500_V2,expired_heavy
10.1.18.49,40.269495,-3.645261,IP Camera,Hanwha XNV-8080R,Madrid Sector 3,2024-10-27,80,Cloudflare,ES,Europe,GLOBAL_500_V2,expired_heavy
10.1.18.50,-34.488043,-58.497469,Dome Camera,Axis P5655-E,Buenos Aires Sector 4,2025-01-20,443,Lumen,AR,South America,GLOBAL_500_V2,expired_heavy
10.1.19.51,-23.64334,-46.688403,Dome Camera,Bosch FLEXIDOME,Sao Paulo Sector 5,2025-06-25,554,Verizon,BR,South America,GLOBAL_500_V2,expired_heavy
10.1.19.52,51.51168,0.049543,IP Camera,Axis P5655-E,London Sector 6,2025-05-26,554,Lumen,GB,Europe,GLOBAL_500_V2,expired_heavy
10.1.19.53,-12.07046,-76.708269,IP Camera,Bosch FLEXIDOME,Lima Sector 7,2025-01-30,80,Lumen,PE,South America,GLOBAL_500_V2,expired_heavy
10.1.19.54,-37.085833,174.98245,Dome Camera,Bosch FLEXIDOME,Auckland Sector 8,2025-04-20,443,DigitalOcean,NZ,Oceania,GLOBAL_500_V2,expired_heavy
10.1.19.55,4.366032,-74.393443,Dome Camera,Dahua SD49425XB,Bogota Sector 9,2025-11-04,80,Cloudflare,CO,South America,GLOBAL_500_V2,expired_heavy
10.1.19.56,19.38898,72.994166,Dome Camera,Sony SNC-EP580,Mumbai Sector 10,2024-10-05,554,Lumen,IN,Asia,GLOBAL_500_V2,expired_heavy
10.1.19.57,5.732915,-0.0783,IP Camera,Hikvision DS-2CD2085G1,Accra Sector 11,2025-11-04,8080,Lumen,GH,Africa,GLOBAL_500_V2,expired_heavy
