ip,latitude,longitude,device_type,model,location_label,last_seen,port,org,country,region,poc_batch,trial_profile
10.0.9.152,35.605636,139.839513,Dome Camera,Hanwha XNV-8080R,Tokyo Sector 12,2025-10-29,8080,AT&T,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.9.153,25.282615,55.493177,PTZ Camera,Hanwha XNV-8080R,Dubai Sector 13,2026-01-24,8080,BT,AE,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.9.154,32.178069,34.429051,Bullet Camera,Axis P5655-E,Tel Aviv Sector 14,2026-02-11,8080,Lumen,IL,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.9.155,40.685138,29.3745,PTZ Camera,Hanwha XNV-8080R,Istanbul Sector 15,2026-02-28,8080,Comcast,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.9.156,-26.726535,27.977552,IP Camera,Hanwha XNV-8080R,Johannesburg Sector 16,2026-01-01,443,AT&T,ZA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.9.157,37.300053,127.117484,Dome Camera,Axis P5655-E,Seoul Sector 17,2026-03-05,80,Cloudflare,KR,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.9.158,28.763239,76.820265,Bullet Camera,Sony SNC-EP580,Delhi Sector 18,2026-02-12,443,BT,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.9.159,41.300001,29.066169,IP Camera,Hanwha XNV-8080R,Istanbul Sector 19,2026-03-06,8080,Cloudflare,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.9.160,-6.52528,106.641099,Dome Camera,Axis P5655-E,Jakarta Sector 20,2025-10-29,80,Lumen,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.10.161,48.50249,2.182864,Bullet Camera,Hanwha XNV-8080R,Paris Sector 1,2026-01-12,443,Verizon,FR,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.10.162,39.161353,-77.562556,Bullet Camera,Sony SNC-EP580,Washington Sector 2,2026-01-07,443,Cloudflare,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.10.163,5.093545,-74.608491,IP Camera,Sony SNC-EP580,Bogota Sector 3,2025-11-29,443,DigitalOcean,CO,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.10.164,40.640547,28.687881,Bullet Camera,Dahua SD49425XB,Istanbul Sector 4,2026-02-23,554,Airtel,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.10.165,35.725076,139.229378,PTZ Camera,Hanwha XNV-8080R,Tokyo Sector 5,2026-01-09,443,Comcast,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.10.166,0.9861,103.906153,Bullet Camera,Dahua SD49425XB,Singapore Sector 6,2025-10-16,443,Cloudflare,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.10.167,-35.147452,-58.1014,Bullet Camera,Axis P5655-E,Buenos Aires Sector 7,2026-01-17,443,Airtel,AR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.10.168,1.446527,104.342501,Bullet Camera,Hanwha XNV-8080R,Singapore Sector 8,2026-03-09,8080,AT&T,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.10.169,-31.743137,116.050794,Dome Camera,Hanwha XNV-8080R,Perth Sector 9,2026-02-23,8080,DigitalOcean,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.10.170,41.520246,29.321723,PTZ Camera,Axis P5655-E,Istanbul Sector 10,2026-02-15,443,Verizon,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.10.171,49.357251,2.144775,IP Camera,Hanwha XNV-8080R,Paris Sector 11,2025-06-25,8080,DigitalOcean,FR,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.10.172,41.458356,29.189317,IP Camera,Hanwha XNV-8080R,Istanbul Sector 12,2026-01-12,443,DigitalOcean,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.10.173,48.38441,2.614545,PTZ Camera,Hanwha XNV-8080R,Paris Sector 13,2026-03-08,443,Verizon,FR,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.10.174,-36.92309,174.486182,Bullet Camera,Axis P5655-E,Auckland Sector 14,2026-01-09,8080,Comcast,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.10.175,25.237764,46.47509,Bullet Camera,Axis P5655-E,Riyadh Sector 15,2025-05-19,554,DigitalOcean,SA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.10.176,-33.552337,151.188207,Bullet Camera,Hanwha XNV-8080R,Sydney Sector 16,2026-02-18,554,AT&T,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.11.177,-33.927801,150.970066,Bullet Camera,Axis P5655-E,Sydney Sector 17,2024-11-29,443,BT,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.11.178,24.411686,46.669371,Dome Camera,Hanwha XNV-8080R,Riyadh Sector 18,2024-12-13,443,Comcast,SA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.11.179,36.056912,139.486887,PTZ Camera,Hanwha XNV-8080R,Tokyo Sector 19,2025-12-31,8080,DigitalOcean,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.11.180,40.79956,29.062257,IP Camera,Dahua SD49425XB,Istanbul Sector 20,2026-02-15,443,AT&T,TR,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.11.181,13.926353,100.937604,IP Camera,Axis P5655-E,Bangkok Sector 1,2024-12-27,443,AT&T,TH,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.11.182,25.271624,55.517464,Dome Camera,Axis P5655-E,Dubai Sector 2,2026-01-16,8080,AT&T,AE,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.11.183,-33.610361,151.109374,Bullet Camera,Axis P5655-E,Sydney Sector 3,2025-11-01,443,Airtel,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.11.184,40.188486,-4.089666,Bullet Camera,Axis P5655-E,Madrid Sector 4,2026-02-03,8080,BT,ES,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.11.185,1.773301,103.541429,Bullet Camera,Axis P5655-E,Singapore Sector 5,2026-02-24,443,BT,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.11.186,4.603974,-74.112977,Bullet Camera,Hikvision DS-2CD2085G1,Bogota Sector 6,2026-01-21,443,Verizon,CO,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.11.187,35.809557,139.499451,Dome Camera,Dahua SD49425XB,Tokyo Sector 7,2026-02-14,8080,Verizon,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.11.188,-31.5643,116.041772,Bullet Camera,Hanwha XNV-8080R,Perth Sector 8,2025-12-28,443,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.11.189,42.067003,12.106745,Bullet Camera,Hanwha XNV-8080R,Rome Sector 9,2026-01-23,443,Verizon,IT,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.11.190,1.283285,103.336115,Dome Camera,Axis P5655-E,Singapore Sector 10,2026-01-21,443,DigitalOcean,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.11.191,25.434608,55.671207,Dome Camera,Hanwha XNV-8080R,Dubai Sector 11,2025-10-18,8080,Lumen,AE,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.11.192,33.300789,-7.716309,Bullet Camera,Hanwha XNV-8080R,Casablanca Sector 12,2026-01-13,8080,AT&T,MA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.12.193,14.167759,100.260613,PTZ Camera,Hanwha XNV-8080R,Bangkok Sector 13,2026-01-19,8080,Comcast,TH,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.12.194,-26.139385,28.415212,IP Camera,Hikvision DS-2CD2085G1,Johannesburg Sector 14,2026-02-04,8080,Comcast,ZA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.12.195,37.663741,126.924691,Bullet Camera,Hanwha XNV-8080R,Seoul Sector 15,2025-05-11,443,Comcast,KR,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.12.196,43.513852,-79.57175,Bullet Camera,Axis P5655-E,Toronto Sector 16,2026-03-06,8080,Cloudflare,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.12.197,13.761982,100.994122,Dome Camera,Axis P5655-E,Bangkok Sector 17,2026-03-10,554,Cloudflare,TH,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.12.198,42.090118,12.470315,IP Camera,Hanwha XNV-8080R,Rome Sector 18,2025-07-27,8080,BT,IT,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.12.199,40.037783,-3.986895,PTZ Camera,Axis P5655-E,Madrid Sector 19,2026-01-29,443,Cloudflare,ES,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.12.200,-23.180007,-46.218921,Bullet Camera,Axis P5655-E,Sao Paulo Sector 20,2026-01-16,443,Cloudflare,BR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.12.201,-34.174032,151.539332,Bullet Camera,Bosch FLEXIDOME,Sydney Sector 1,2026-02-27,8080,AT&T,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.12.202,32.595917,34.43643,PTZ Camera,Hanwha XNV-8080R,Tel Aviv Sector 2,2025-07-22,8080,Verizon,IL,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.12.203,13.737574,100.706116,Bullet Camera,Hanwha XNV-8080R,Bangkok Sector 3,2026-01-03,554,BT,TH,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.12.204,-34.212714,150.837888,IP Camera,Hanwha XNV-8080R,Sydney Sector 4,2026-02-22,8080,DigitalOcean,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.12.205,52.343102,20.838778,Dome Camera,Axis P5655-E,Warsaw Sector 5,2026-01-06,443,BT,PL,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.12.206,37.453451,127.29487,IP Camera,Axis P5655-E,Seoul Sector 6,2025-10-14,8080,DigitalOcean,KR,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.12.207,40.845479,-74.107615,Bullet Camera,Axis P5655-E,New York Sector 7,2026-03-08,8080,Lumen,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.12.208,40.726398,-74.04048,Bullet Camera,Hanwha XNV-8080R,New York Sector 8,2025-12-27,443,Lumen,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.13.209,-34.495206,-58.007203,IP Camera,Hanwha XNV-8080R,Buenos Aires Sector 9,2026-02-20,443,BT,AR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.13.210,44.151563,-79.663409,IP Camera,Sony SNC-EP580,Toronto Sector 10,2025-12-26,80,AT&T,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.13.211,13.795901,100.929863,PTZ Camera,Hanwha XNV-8080R,Bangkok Sector 11,2026-02-12,554,Cloudflare,TH,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.13.212,5.144995,-73.981905,Dome Camera,Hanwha XNV-8080R,Bogota Sector 12,2025-06-22,443,Comcast,CO,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.13.213,-11.702283,-76.985306,Bullet Camera,Axis P5655-E,Lima Sector 13,2025-12-25,8080,AT&T,PE,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.13.214,25.509972,51.065649,PTZ Camera,Hanwha XNV-8080R,Doha Sector 14,2026-01-06,80,BT,QA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.13.215,35.9398,139.965811,Dome Camera,Hanwha XNV-8080R,Tokyo Sector 15,2026-02-08,443,BT,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.13.216,30.137511,30.949026,Bullet Camera,Hanwha XNV-8080R,Cairo Sector 16,2026-02-04,443,Verizon,EG,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.13.217,-11.686969,-76.678171,Bullet Camera,Hanwha XNV-8080R,Lima Sector 17,2026-02-08,443,Lumen,PE,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.13.218,-32.327881,115.97438,Bullet Camera,Axis P5655-E,Perth Sector 18,2026-02-05,443,BT,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.13.219,52.024656,13.181161,Bullet Camera,Axis P5655-E,Berlin Sector 19,2026-01-09,8080,DigitalOcean,DE,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.13.220,-1.342792,36.411576,Bullet Camera,Axis P5655-E,Nairobi Sector 20,2025-11-14,8080,Lumen,KE,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.13.221,5.341176,-0.008839,PTZ Camera,Hanwha XNV-8080R,Accra Sector 1,2026-01-02,443,BT,GH,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.13.222,-12.568789,-76.560759,Dome Camera,Axis P5655-E,Lima Sector 2,2024-12-25,443,BT,PE,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.13.223,19.268852,-98.838339,IP Camera,Bosch FLEXIDOME,Mexico City Sector 3,2026-03-02,443,Comcast,MX,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.13.224,52.562982,13.126965,Dome Camera,Axis P5655-E,Berlin Sector 4,2026-02-04,8080,Verizon,DE,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.14.225,-34.189558,-58.776634,IP Camera,Hikvision DS-2CD2085G1,Buenos Aires Sector 5,2026-02-26,8080,Airtel,AR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.14.226,-11.693821,-77.513726,Dome Camera,Dahua SD49425XB,Lima Sector 6,2026-02-19,554,Airtel,PE,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.14.227,-23.782988,-46.970967,PTZ Camera,Hanwha XNV-8080R,Sao Paulo Sector 7,2026-03-08,8080,Airtel,BR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.14.228,-34.283123,-57.875376,IP Camera,Hanwha XNV-8080R,Buenos Aires Sector 8,2026-02-19,443,Airtel,AR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.14.229,-26.660537,28.503857,PTZ Camera,Dahua SD49425XB,Johannesburg Sector 9,2026-02-17,443,AT&T,ZA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.14.230,40.941642,-74.207741,Bullet Camera,Axis P5655-E,New York Sector 10,2025-10-26,443,AT&T,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.14.231,25.717301,51.918192,PTZ Camera,Axis P5655-E,Doha Sector 11,2024-10-16,443,BT,QA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.14.232,36.033712,139.705111,Dome Camera,Hanwha XNV-8080R,Tokyo Sector 12,2025-12-08,8080,AT&T,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.14.233,-37.426592,144.561218,Dome Camera,Hanwha XNV-8080R,Melbourne Sector 13,2025-10-18,8080,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.14.234,25.613483,51.696738,Dome Camera,Axis P5655-E,Doha Sector 14,2025-10-03,8080,AT&T,QA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.14.235,-37.127083,174.466444,IP Camera,Axis P5655-E,Auckland Sector 15,2026-01-08,443,BT,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.14.236,33.237443,-7.499998,PTZ Camera,Axis P5655-E,Casablanca Sector 16,2025-04-15,443,Lumen,MA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.14.237,5.134507,-73.823557,IP Camera,Axis P5655-E,Bogota Sector 17,2026-02-16,443,Lumen,CO,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.14.238,32.5522,34.571202,Dome Camera,Dahua SD49425XB,Tel Aviv Sector 18,2025-04-09,554,DigitalOcean,IL,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.14.239,-12.19865,-76.968389,Bullet Camera,Axis P5655-E,Lima Sector 19,2026-01-17,443,AT&T,PE,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.14.240,19.610046,73.037455,Dome Camera,Hikvision DS-2CD2085G1,Mumbai Sector 20,2025-09-01,443,BT,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.15.241,51.665656,0.338633,Bullet Camera,Axis P5655-E,London Sector 1,2026-02-09,443,Lumen,GB,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.15.242,-24.033441,-46.127187,IP Camera,Hanwha XNV-8080R,Sao Paulo Sector 2,2026-03-03,443,BT,BR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.15.243,49.109806,2.339314,Dome Camera,Axis P5655-E,Paris Sector 3,2025-12-03,443,Verizon,FR,Europe,GLOBAL_500_V3,fresh_asia_focus
10.0.15.244,-23.55899,-46.174375,Bullet Camera,Axis P5655-E,Sao Paulo Sector 4,2026-01-09,554,Comcast,BR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.15.245,33.211557,-7.995457,Dome Camera,Hanwha XNV-8080R,Casablanca Sector 5,2026-01-19,8080,Airtel,MA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.15.246,30.076507,30.696591,Dome Camera,Dahua SD49425XB,Cairo Sector 6,2026-01-04,443,DigitalOcean,EG,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.15.247,-24.006088,-46.452548,PTZ Camera,Hanwha XNV-8080R,Sao Paulo Sector 7,2026-02-21,443,Cloudflare,BR,South America,GLOBAL_500_V3,fresh_asia_focus
10.0.15.248,-37.904127,145.321858,Dome Camera,Axis P5655-E,Melbourne Sector 8,2025-06-17,443,Lumen,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.15.249,1.554552,103.303179,IP Camera,Axis P5655-E,Singapore Sector 9,2026-01-09,8080,AT&T,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.0.15.250,-36.8303,175.071953,PTZ Camera,Axis P5655-E,Auckland Sector 10,2026-02-20,8080,Comcast,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.15.251,-37.840478,145.113757,PTZ Camera,Sony SNC-EP580,Melbourne Sector 11,2026-01-19,443,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.15.252,43.339157,-79.578834,IP Camera,Hikvision DS-2CD2085G1,Toronto Sector 12,2026-01-04,554,Lumen,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.0.15.253,-32.01541,115.960794,PTZ Camera,Axis P5655-E,Perth Sector 13,2025-11-18,554,Lumen,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.0.15.254,32.393158,35.248801,IP Camera,Sony SNC-EP580,Tel Aviv Sector 14,2026-01-24,443,Verizon,IL,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.0.15.1,6.111409,-0.556364,Dome Camera,Hanwha XNV-8080R,Accra Sector 15,2026-03-11,443,AT&T,GH,Africa,GLOBAL_500_V3,fresh_asia_focus
10.0.15.2,-36.396666,174.738195,IP Camera,Hanwha XNV-8080R,Auckland Sector 16,2025-11-06,8080,Cloudflare,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.16.3,-38.148141,144.818209,IP Camera,Axis P5655-E,Melbourne Sector 17,2025-10-29,554,Airtel,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.16.4,41.257309,-73.953944,IP Camera,Dahua SD49425XB,New York Sector 18,2025-10-11,443,Comcast,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.1.16.5,32.317515,35.048517,Bullet Camera,Hanwha XNV-8080R,Tel Aviv Sector 19,2025-02-16,443,Lumen,IL,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.1.16.6,43.432081,-79.820988,PTZ Camera,Axis P5655-E,Toronto Sector 20,2026-01-06,443,BT,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.1.16.7,35.528668,140.107758,Dome Camera,Hanwha XNV-8080R,Tokyo Sector 1,2025-10-14,8080,BT,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.16.8,43.496911,-79.154591,Dome Camera,Axis P5655-E,Toronto Sector 2,2026-01-09,443,DigitalOcean,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.1.16.9,-11.909072,-76.976335,Bullet Camera,Hanwha XNV-8080R,Lima Sector 3,2025-07-14,8080,Verizon,PE,South America,GLOBAL_500_V3,fresh_asia_focus
10.1.16.10,1.361598,104.055447,Bullet Camera,Axis P5655-E,Singapore Sector 4,2026-02-26,443,AT&T,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.16.11,-25.925997,27.55102,Bullet Camera,Hanwha XNV-8080R,Johannesburg Sector 5,2025-02-22,443,DigitalOcean,ZA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.1.16.12,-23.835135,-46.902815,IP Camera,Axis P5655-E,Sao Paulo Sector 6,2025-12-31,443,BT,BR,South America,GLOBAL_500_V3,fresh_asia_focus
10.1.16.13,41.203133,-74.266253,Dome Camera,Hanwha XNV-8080R,New York Sector 7,2025-06-17,443,Lumen,US,North America,GLOBAL_500_V3,fresh_asia_focus
10.1.16.14,31.711391,35.041086,Bullet Camera,Sony SNC-EP580,Tel Aviv Sector 8,2026-01-20,8080,Cloudflare,IL,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.1.16.15,35.839706,139.656394,Bullet Camera,Hanwha XNV-8080R,Tokyo Sector 9,2026-02-15,554,AT&T,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.16.16,25.238611,51.707923,Dome Camera,Axis P5655-E,Doha Sector 10,2026-01-07,8080,Verizon,QA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.1.16.17,-38.353941,144.555933,Bullet Camera,Hanwha XNV-8080R,Melbourne Sector 11,2025-04-26,8080,Airtel,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.16.18,52.437086,21.042789,Dome Camera,Axis P5655-E,Warsaw Sector 12,2025-06-17,443,Lumen,PL,Europe,GLOBAL_500_V3,fresh_asia_focus
10.1.17.19,43.865754,-79.329899,Bullet Camera,Axis P5655-E,Toronto Sector 13,2026-01-13,8080,Lumen,CA,North America,GLOBAL_500_V3,fresh_asia_focus
10.1.17.20,28.309176,77.696107,PTZ Camera,Hanwha XNV-8080R,Delhi Sector 14,2026-02-09,443,Airtel,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.17.21,-11.719125,-76.619471,IP Camera,Hanwha XNV-8080R,Lima Sector 15,2024-10-19,443,Verizon,PE,South America,GLOBAL_500_V3,fresh_asia_focus
10.1.17.22,51.283133,0.198635,Dome Camera,Hikvision DS-2CD2085G1,London Sector 16,2026-03-04,443,Verizon,GB,Europe,GLOBAL_500_V3,fresh_asia_focus
10.1.17.23,4.962951,-74.304948,Dome Camera,Hanwha XNV-8080R,Bogota Sector 17,2026-03-11,443,Lumen,CO,South America,GLOBAL_500_V3,fresh_asia_focus
10.1.17.24,36.040923,139.90462,Bullet Camera,Axis P5655-E,Tokyo Sector 18,2025-10-22,443,Airtel,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.17.25,35.984078,140.058273,Dome Camera,Axis P5655-E,Tokyo Sector 19,2025-09-27,443,Lumen,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.17.26,-37.266168,174.623747,Bullet Camera,Axis P5655-E,Auckland Sector 20,2026-02-11,8080,Verizon,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.17.27,33.023601,-7.694898,PTZ Camera,Sony SNC-EP580,Casablanca Sector 1,2025-01-23,554,Lumen,MA,Africa,GLOBAL_500_V3,fresh_asia_focus
10.1.17.28,28.701332,77.312024,Dome Camera,Axis P5655-E,Delhi Sector 2,2026-02-27,443,BT,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.17.29,19.30791,-98.634079,Bullet Camera,Sony SNC-EP580,Mexico City Sector 3,2025-12-31,8080,Verizon,MX,North America,GLOBAL_500_V3,fresh_asia_focus
10.1.17.30,1.131988,104.367979,IP Camera,Hanwha XNV-8080R,Singapore Sector 4,2025-08-19,443,Verizon,SG,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.17.31,-31.624917,115.522264,Bullet Camera,Hanwha XNV-8080R,Perth Sector 5,2025-12-30,8080,DigitalOcean,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.17.32,-37.101292,174.677108,Bullet Camera,Axis P5655-E,Auckland Sector 6,2025-10-03,443,Verizon,NZ,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.17.33,13.77678,100.56943,Bullet Camera,Hanwha XNV-8080R,Bangkok Sector 7,2026-01-30,8080,AT&T,TH,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.17.34,28.847936,77.422915,PTZ Camera,Hanwha XNV-8080R,Delhi Sector 8,2025-10-27,443,Airtel,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.18.35,-34.869038,-57.991951,PTZ Camera,Axis P5655-E,Buenos Aires Sector 9,2026-03-06,443,Lumen,AR,South America,GLOBAL_500_V3,fresh_asia_focus
10.1.18.36,24.792032,51.441428,Dome Camera,Axis P5655-E,Doha Sector 10,2025-12-29,443,BT,QA,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.1.18.37,18.557767,72.768638,Dome Camera,Hanwha XNV-8080R,Mumbai Sector 11,2025-12-29,443,Verizon,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.18.38,-33.866707,151.707406,PTZ Camera,Axis P5655-E,Sydney Sector 12,2026-01-23,8080,AT&T,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.18.39,-33.674801,150.88101,Bullet Camera,Axis P5655-E,Sydney Sector 13,2026-03-05,443,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.18.40,-5.864815,107.286462,Dome Camera,Hanwha XNV-8080R,Jakarta Sector 14,2026-01-09,8080,Airtel,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.18.41,30.576522,31.219659,PTZ Camera,Hanwha XNV-8080R,Cairo Sector 15,2026-01-20,443,BT,EG,Africa,GLOBAL_500_V3,fresh_asia_focus
10.1.18.42,-37.555308,145.477973,IP Camera,Axis P5655-E,Melbourne Sector 16,2025-10-16,443,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.18.43,-34.391007,151.063193,Dome Camera,Hanwha XNV-8080R,Sydney Sector 17,2026-02-27,554,Cloudflare,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
10.1.18.44,32.012511,34.675281,Bullet Camera,Axis P5655-E,Tel Aviv Sector 18,2026-02-10,443,Comcast,IL,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.1.18.45,-6.09328,106.820805,PTZ Camera,Hanwha XNV-8080R,Jakarta Sector 19,2025-12-28,8080,Verizon,ID,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.18.46,28.080767,77.302926,PTZ Camera,Axis P5655-E,Delhi Sector 20,2026-02-05,8080,AT&T,IN,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.18.47,25.37169,55.042185,IP Camera,Hanwha XNV-8080R,Dubai Sector 1,2025-10-13,8080,Comcast,AE,Middle East,GLOBAL_500_V3,fresh_asia_focus
10.1.18.48,35.928164,139.131967,Bullet Camera,Hanwha XNV-8080R,Tokyo Sector 2,2025-10-29,8080,BT,JP,Asia,GLOBAL_500_V3,fresh_asia_focus
10.1.18.49,-38.288485,145.077776,IP Camera,Axis P5655-E,Melbourne Sector 3,2026-02-12,443,Lumen,AU,Oceania,GLOBAL_500_V3,fresh_asia_focus
