ip,latitude,longitude,device_type,model,location_label,last_seen,port,org,country,region,poc_batch,trial_profile
10.0.9.152,52.581837,13.624947,IP Camera,Hanwha XNV-8080R,Berlin Sector 12,2026-02-20,554,DigitalOcean,DE,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.9.153,25.216954,51.136506,PTZ Camera,Hikvision DS-2CD2085G1,Doha Sector 13,2025-08-22,554,Cloudflare,QA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.9.154,41.080342,28.629407,PTZ Camera,Axis P5655-E,Istanbul Sector 14,2025-10-13,554,Comcast,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.9.155,29.922401,31.416708,Bullet Camera,Hanwha XNV-8080R,Cairo Sector 15,2025-07-06,80,Airtel,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.9.156,41.960007,12.22708,IP Camera,Hanwha XNV-8080R,Rome Sector 16,2025-11-24,443,Airtel,IT,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.9.157,40.333206,-3.364103,Dome Camera,Dahua SD49425XB,Madrid Sector 17,2026-02-19,554,BT,ES,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.9.158,48.578837,2.422235,Dome Camera,Hanwha XNV-8080R,Paris Sector 18,2025-07-04,554,BT,FR,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.9.159,19.82958,-99.184938,Dome Camera,Axis P5655-E,Mexico City Sector 19,2025-11-16,8080,BT,MX,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.9.160,-0.995094,36.561357,PTZ Camera,Axis P5655-E,Nairobi Sector 20,2025-12-06,8080,DigitalOcean,KE,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.10.161,33.337847,-7.532837,PTZ Camera,Sony SNC-EP580,Casablanca Sector 1,2025-10-31,8080,Airtel,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.10.162,43.425663,-79.605438,PTZ Camera,Hikvision DS-2CD2085G1,Toronto Sector 2,2025-10-28,554,BT,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.10.163,5.399277,-0.346298,IP Camera,Dahua SD49425XB,Accra Sector 3,2025-10-22,8080,AT&T,GH,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.10.164,42.173244,12.781881,PTZ Camera,Axis P5655-E,Rome Sector 4,2025-05-15,8080,DigitalOcean,IT,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.10.165,41.85753,12.413511,IP Camera,Bosch FLEXIDOME,Rome Sector 5,2025-04-21,554,DigitalOcean,IT,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.10.166,31.856396,35.065459,PTZ Camera,Dahua SD49425XB,Tel Aviv Sector 6,2026-02-13,80,Airtel,IL,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.10.167,41.975244,12.152809,Dome Camera,Axis P5655-E,Rome Sector 7,2025-06-24,8080,Comcast,IT,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.10.168,39.130076,-77.151549,Dome Camera,Axis P5655-E,Washington Sector 8,2025-04-14,554,Airtel,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.10.169,25.031141,46.729585,IP Camera,Bosch FLEXIDOME,Riyadh Sector 9,2025-04-20,554,Verizon,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.10.170,-25.847121,28.100667,PTZ Camera,Hikvision DS-2CD2085G1,Johannesburg Sector 10,2026-03-11,8080,DigitalOcean,ZA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.10.171,51.532378,0.19799,Bullet Camera,Axis P5655-E,London Sector 11,2025-12-07,80,DigitalOcean,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.10.172,4.764374,-74.353171,PTZ Camera,Hanwha XNV-8080R,Bogota Sector 12,2025-01-24,443,Airtel,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.10.173,-23.704164,-46.718031,PTZ Camera,Dahua SD49425XB,Sao Paulo Sector 13,2025-04-23,8080,Airtel,BR,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.10.174,-6.139338,107.226857,IP Camera,Hanwha XNV-8080R,Jakarta Sector 14,2025-11-26,8080,DigitalOcean,ID,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.10.175,25.32926,55.266963,Bullet Camera,Hanwha XNV-8080R,Dubai Sector 15,2025-11-10,554,Airtel,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.10.176,19.24642,-99.230398,Dome Camera,Dahua SD49425XB,Mexico City Sector 16,2025-11-05,443,BT,MX,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.11.177,6.914838,3.364894,PTZ Camera,Axis P5655-E,Lagos Sector 17,2026-01-07,8080,BT,NG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.11.178,40.630211,29.300423,Dome Camera,Sony SNC-EP580,Istanbul Sector 18,2025-04-08,8080,BT,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.11.179,-37.480751,145.069108,Bullet Camera,Sony SNC-EP580,Melbourne Sector 19,2026-01-17,443,Airtel,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.0.11.180,-34.380824,-58.487931,Bullet Camera,Bosch FLEXIDOME,Buenos Aires Sector 20,2025-07-27,8080,BT,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.11.181,52.055657,21.264607,IP Camera,Axis P5655-E,Warsaw Sector 1,2024-12-26,8080,BT,PL,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.11.182,38.718766,-77.268589,IP Camera,Axis P5655-E,Washington Sector 2,2026-01-16,554,Airtel,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.11.183,13.366748,100.402272,PTZ Camera,Axis P5655-E,Bangkok Sector 3,2025-08-29,554,Airtel,TH,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.11.184,-32.002857,115.663717,IP Camera,Hanwha XNV-8080R,Perth Sector 4,2024-12-10,554,Airtel,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.0.11.185,-37.840364,144.944276,Dome Camera,Bosch FLEXIDOME,Melbourne Sector 5,2025-11-26,554,Airtel,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.0.11.186,6.59184,3.592961,IP Camera,Sony SNC-EP580,Lagos Sector 6,2025-08-20,554,Airtel,NG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.11.187,40.74667,-3.718379,IP Camera,Axis P5655-E,Madrid Sector 7,2025-11-07,80,DigitalOcean,ES,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.11.188,33.329342,-7.485035,Bullet Camera,Hanwha XNV-8080R,Casablanca Sector 8,2025-11-24,80,DigitalOcean,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.11.189,-23.293585,-46.364709,IP Camera,Bosch FLEXIDOME,Sao Paulo Sector 9,2026-03-06,8080,Airtel,BR,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.11.190,52.483165,13.42568,IP Camera,Hanwha XNV-8080R,Berlin Sector 10,2026-01-07,80,BT,DE,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.11.191,32.240284,34.742486,Dome Camera,Dahua SD49425XB,Tel Aviv Sector 11,2025-10-17,554,DigitalOcean,IL,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.11.192,-38.176617,145.087913,PTZ Camera,Sony SNC-EP580,Melbourne Sector 12,2025-11-02,443,Airtel,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.0.12.193,37.799296,127.109968,PTZ Camera,Axis P5655-E,Seoul Sector 13,2025-12-05,554,Airtel,KR,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.12.194,4.69473,-74.047175,IP Camera,Sony SNC-EP580,Bogota Sector 14,2026-03-01,554,DigitalOcean,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.12.195,40.354424,-73.646055,Bullet Camera,Hanwha XNV-8080R,New York Sector 15,2026-01-16,443,BT,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.12.196,4.712588,-74.456688,Dome Camera,Hikvision DS-2CD2085G1,Bogota Sector 16,2025-10-22,8080,Lumen,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.12.197,49.136171,2.613545,PTZ Camera,Axis P5655-E,Paris Sector 17,2025-11-17,8080,Airtel,FR,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.12.198,41.27178,28.937108,IP Camera,Bosch FLEXIDOME,Istanbul Sector 18,2025-10-05,8080,DigitalOcean,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.12.199,1.728636,103.666188,PTZ Camera,Axis P5655-E,Singapore Sector 19,2025-04-07,554,BT,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.12.200,40.058267,-3.899066,PTZ Camera,Sony SNC-EP580,Madrid Sector 20,2025-10-26,8080,BT,ES,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.12.201,30.325197,31.497041,IP Camera,Hikvision DS-2CD2085G1,Cairo Sector 1,2025-10-31,554,DigitalOcean,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.12.202,29.883598,31.265182,PTZ Camera,Axis P5655-E,Cairo Sector 2,2025-11-23,554,BT,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.12.203,35.679708,139.810175,IP Camera,Hanwha XNV-8080R,Tokyo Sector 3,2025-11-18,554,Airtel,JP,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.12.204,52.776485,13.192089,IP Camera,Bosch FLEXIDOME,Berlin Sector 4,2025-09-29,554,AT&T,DE,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.12.205,-1.686436,36.446256,Dome Camera,Sony SNC-EP580,Nairobi Sector 5,2026-01-24,443,Airtel,KE,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.12.206,28.993419,77.231945,IP Camera,Hanwha XNV-8080R,Delhi Sector 6,2026-01-13,554,Airtel,IN,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.12.207,6.491268,3.099052,IP Camera,Hanwha XNV-8080R,Lagos Sector 7,2026-03-11,8080,DigitalOcean,NG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.12.208,41.051472,29.024302,Dome Camera,Axis P5655-E,Istanbul Sector 8,2025-05-16,554,Cloudflare,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.13.209,-34.909317,-58.654657,IP Camera,Hanwha XNV-8080R,Buenos Aires Sector 9,2026-02-10,8080,DigitalOcean,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.13.210,25.024687,46.333463,Dome Camera,Axis P5655-E,Riyadh Sector 10,2025-08-16,8080,DigitalOcean,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.13.211,-34.957918,-58.455689,PTZ Camera,Bosch FLEXIDOME,Buenos Aires Sector 11,2025-10-24,8080,Airtel,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.13.212,-33.505979,151.368666,Dome Camera,Hikvision DS-2CD2085G1,Sydney Sector 12,2025-07-11,554,BT,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.0.13.213,-5.833973,106.818145,Dome Camera,Hanwha XNV-8080R,Jakarta Sector 13,2025-09-02,80,Airtel,ID,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.13.214,52.521442,13.474504,IP Camera,Sony SNC-EP580,Berlin Sector 14,2025-10-12,8080,Airtel,DE,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.13.215,4.775662,-73.806283,Dome Camera,Axis P5655-E,Bogota Sector 15,2025-10-08,8080,BT,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.13.216,30.291907,31.03134,IP Camera,Axis P5655-E,Cairo Sector 16,2025-11-16,8080,BT,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.13.217,35.626058,139.368843,Dome Camera,Sony SNC-EP580,Tokyo Sector 17,2025-10-04,8080,DigitalOcean,JP,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.13.218,18.829936,72.779583,Bullet Camera,Bosch FLEXIDOME,Mumbai Sector 18,2025-12-05,554,BT,IN,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.13.219,51.714255,0.247717,Dome Camera,Bosch FLEXIDOME,London Sector 19,2025-11-06,8080,Verizon,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.13.220,38.607622,-77.370315,Dome Camera,Hikvision DS-2CD2085G1,Washington Sector 20,2026-02-04,8080,BT,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.13.221,19.433556,-99.521992,Bullet Camera,Hikvision DS-2CD2085G1,Mexico City Sector 1,2026-01-25,554,Airtel,MX,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.13.222,24.383894,47.048998,IP Camera,Hanwha XNV-8080R,Riyadh Sector 2,2026-01-27,80,AT&T,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.13.223,30.012521,31.409268,Bullet Camera,Hikvision DS-2CD2085G1,Cairo Sector 3,2026-02-26,80,DigitalOcean,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.13.224,-34.108514,151.347442,Dome Camera,Sony SNC-EP580,Sydney Sector 4,2025-10-24,80,DigitalOcean,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.0.14.225,41.972459,12.301553,Dome Camera,Bosch FLEXIDOME,Rome Sector 5,2025-04-30,8080,DigitalOcean,IT,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.14.226,18.805845,72.489123,Dome Camera,Bosch FLEXIDOME,Mumbai Sector 6,2025-11-29,554,Comcast,IN,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.14.227,33.516397,-7.549443,IP Camera,Hikvision DS-2CD2085G1,Casablanca Sector 7,2025-11-01,8080,DigitalOcean,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.14.228,29.729664,31.403377,Dome Camera,Sony SNC-EP580,Cairo Sector 8,2025-12-02,443,Airtel,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.14.229,52.789345,13.193727,Bullet Camera,Sony SNC-EP580,Berlin Sector 9,2025-11-23,554,BT,DE,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.14.230,-1.611253,37.080953,IP Camera,Sony SNC-EP580,Nairobi Sector 10,2025-07-14,443,BT,KE,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.14.231,-32.230277,116.208076,Bullet Camera,Dahua SD49425XB,Perth Sector 11,2026-01-09,443,BT,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.0.14.232,1.200005,103.819001,PTZ Camera,Sony SNC-EP580,Singapore Sector 12,2025-08-22,8080,DigitalOcean,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.14.233,52.208232,21.073501,Bullet Camera,Dahua SD49425XB,Warsaw Sector 13,2025-11-28,8080,Airtel,PL,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.14.234,32.416788,35.064854,Bullet Camera,Bosch FLEXIDOME,Tel Aviv Sector 14,2025-11-03,554,DigitalOcean,IL,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.14.235,40.512162,-3.637407,PTZ Camera,Sony SNC-EP580,Madrid Sector 15,2025-10-07,8080,DigitalOcean,ES,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.14.236,-23.469455,-46.994839,Dome Camera,Bosch FLEXIDOME,Sao Paulo Sector 16,2025-09-27,8080,Lumen,BR,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.14.237,52.452553,20.721566,IP Camera,Sony SNC-EP580,Warsaw Sector 17,2025-09-30,8080,Airtel,PL,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.14.238,24.474968,46.535416,PTZ Camera,Bosch FLEXIDOME,Riyadh Sector 18,2025-01-06,554,DigitalOcean,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.14.239,43.403136,-79.11146,Bullet Camera,Axis P5655-E,Toronto Sector 19,2025-11-09,8080,Airtel,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.14.240,-33.962026,151.118369,Dome Camera,Sony SNC-EP580,Sydney Sector 20,2024-12-08,554,Cloudflare,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.0.15.241,41.018041,28.986117,PTZ Camera,Dahua SD49425XB,Istanbul Sector 1,2025-06-02,8080,BT,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.15.242,51.509428,-0.163305,IP Camera,Hanwha XNV-8080R,London Sector 2,2025-06-16,8080,BT,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.15.243,24.600721,46.744708,Dome Camera,Dahua SD49425XB,Riyadh Sector 3,2025-10-16,554,DigitalOcean,SA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.15.244,-33.966591,150.900595,IP Camera,Hikvision DS-2CD2085G1,Sydney Sector 4,2025-08-19,554,DigitalOcean,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.0.15.245,13.459914,100.288522,PTZ Camera,Hanwha XNV-8080R,Bangkok Sector 5,2025-10-12,8080,Airtel,TH,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.15.246,31.79118,34.619371,PTZ Camera,Hikvision DS-2CD2085G1,Tel Aviv Sector 6,2025-11-25,8080,BT,IL,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.15.247,40.849911,28.682404,Bullet Camera,Dahua SD49425XB,Istanbul Sector 7,2025-10-28,554,Airtel,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.15.248,1.265637,104.178015,Dome Camera,Bosch FLEXIDOME,Singapore Sector 8,2025-05-26,8080,DigitalOcean,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.0.15.249,-34.245154,-58.561035,Dome Camera,Hanwha XNV-8080R,Buenos Aires Sector 9,2026-01-13,8080,DigitalOcean,AR,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.15.250,33.477103,-7.482315,Bullet Camera,Dahua SD49425XB,Casablanca Sector 10,2025-11-16,80,Cloudflare,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.0.15.251,51.597589,-0.298846,Bullet Camera,Sony SNC-EP580,London Sector 11,2025-08-12,554,DigitalOcean,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.0.15.252,40.714397,28.961581,Bullet Camera,Bosch FLEXIDOME,Istanbul Sector 12,2025-04-17,8080,BT,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.0.15.253,4.37424,-74.080978,PTZ Camera,Dahua SD49425XB,Bogota Sector 13,2025-05-14,554,Airtel,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.15.254,4.450135,-74.276242,PTZ Camera,Axis P5655-E,Bogota Sector 14,2025-05-13,8080,BT,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.0.15.1,19.159399,-99.279417,Bullet Camera,Axis P5655-E,Mexico City Sector 15,2025-08-30,8080,Cloudflare,MX,North America,GLOBAL_500_V5,review_stale_global_mix
10.0.15.2,5.225956,-0.39763,IP Camera,Dahua SD49425XB,Accra Sector 16,2025-10-26,8080,Airtel,GH,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.16.3,19.149404,-99.29994,Bullet Camera,Dahua SD49425XB,Mexico City Sector 17,2025-12-01,8080,Lumen,MX,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.16.4,1.134099,103.541518,Bullet Camera,Dahua SD49425XB,Singapore Sector 18,2025-04-12,8080,Airtel,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.16.5,40.663564,-3.577963,IP Camera,Bosch FLEXIDOME,Madrid Sector 19,2026-02-05,554,DigitalOcean,ES,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.16.6,37.861433,127.172819,IP Camera,Sony SNC-EP580,Seoul Sector 20,2025-07-02,554,DigitalOcean,KR,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.16.7,-37.119862,175.100065,PTZ Camera,Hikvision DS-2CD2085G1,Auckland Sector 1,2025-12-30,554,Airtel,NZ,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.16.8,38.80746,-76.893024,IP Camera,Bosch FLEXIDOME,Washington Sector 2,2025-10-11,8080,Airtel,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.16.9,48.650968,2.628357,IP Camera,Sony SNC-EP580,Paris Sector 3,2025-01-30,80,DigitalOcean,FR,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.16.10,35.792921,139.961567,IP Camera,Bosch FLEXIDOME,Tokyo Sector 4,2026-02-22,554,Comcast,JP,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.16.11,-31.647503,116.142281,IP Camera,Sony SNC-EP580,Perth Sector 5,2025-12-07,8080,Airtel,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.16.12,-25.891146,28.152057,IP Camera,Hanwha XNV-8080R,Johannesburg Sector 6,2025-11-24,554,DigitalOcean,ZA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.16.13,40.387158,-73.985652,Dome Camera,Hanwha XNV-8080R,New York Sector 7,2025-11-30,554,Comcast,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.16.14,28.374389,77.605439,Bullet Camera,Bosch FLEXIDOME,Delhi Sector 8,2025-10-22,8080,Cloudflare,IN,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.16.15,25.483022,51.618629,PTZ Camera,Hanwha XNV-8080R,Doha Sector 9,2025-12-10,554,Comcast,QA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.16.16,41.084076,-74.374941,Bullet Camera,Bosch FLEXIDOME,New York Sector 10,2025-10-11,443,Cloudflare,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.16.17,-32.215917,116.228622,PTZ Camera,Bosch FLEXIDOME,Perth Sector 11,2025-11-29,554,Airtel,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.16.18,38.653279,-77.187107,PTZ Camera,Dahua SD49425XB,Washington Sector 12,2025-04-16,8080,Airtel,US,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.17.19,5.039744,-73.715042,PTZ Camera,Bosch FLEXIDOME,Bogota Sector 13,2026-01-07,8080,DigitalOcean,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.17.20,4.962077,-74.163469,Bullet Camera,Axis P5655-E,Bogota Sector 14,2025-09-29,8080,DigitalOcean,CO,South America,GLOBAL_500_V5,review_stale_global_mix
10.1.17.21,19.586941,-99.491972,PTZ Camera,Bosch FLEXIDOME,Mexico City Sector 15,2025-03-01,554,Airtel,MX,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.17.22,44.033243,-79.022922,Dome Camera,Hikvision DS-2CD2085G1,Toronto Sector 16,2025-08-30,8080,Verizon,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.17.23,43.55488,-79.648382,Bullet Camera,Sony SNC-EP580,Toronto Sector 17,2024-10-29,8080,DigitalOcean,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.17.24,30.182161,30.8439,PTZ Camera,Hanwha XNV-8080R,Cairo Sector 18,2026-03-04,8080,BT,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.17.25,28.984484,77.269571,Bullet Camera,Hikvision DS-2CD2085G1,Delhi Sector 19,2025-11-11,8080,DigitalOcean,IN,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.17.26,51.528151,-0.169419,PTZ Camera,Dahua SD49425XB,London Sector 20,2025-10-10,554,Cloudflare,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.17.27,-38.135519,145.062593,Dome Camera,Bosch FLEXIDOME,Melbourne Sector 1,2026-01-19,8080,BT,AU,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.17.28,24.816281,55.423468,PTZ Camera,Sony SNC-EP580,Dubai Sector 2,2025-11-27,8080,DigitalOcean,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.17.29,51.612807,0.246038,Dome Camera,Hikvision DS-2CD2085G1,London Sector 3,2025-09-26,8080,Airtel,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.17.30,30.319746,31.55804,Dome Camera,Axis P5655-E,Cairo Sector 4,2025-04-08,8080,DigitalOcean,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.17.31,33.286174,-7.260416,IP Camera,Axis P5655-E,Casablanca Sector 5,2026-02-08,8080,Airtel,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.17.32,29.988119,31.621805,Bullet Camera,Axis P5655-E,Cairo Sector 6,2025-01-30,8080,DigitalOcean,EG,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.17.33,40.747449,29.320086,PTZ Camera,Axis P5655-E,Istanbul Sector 7,2025-11-30,554,Airtel,TR,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.17.34,43.298914,-79.75953,Dome Camera,Hikvision DS-2CD2085G1,Toronto Sector 8,2026-01-03,554,Airtel,CA,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.18.35,52.264426,21.17847,IP Camera,Bosch FLEXIDOME,Warsaw Sector 9,2025-04-27,8080,Airtel,PL,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.18.36,25.438367,55.306644,Dome Camera,Dahua SD49425XB,Dubai Sector 10,2025-11-23,554,BT,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.18.37,33.767919,-7.290676,Bullet Camera,Dahua SD49425XB,Casablanca Sector 11,2026-01-22,554,DigitalOcean,MA,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.18.38,19.290921,-98.913804,Bullet Camera,Hikvision DS-2CD2085G1,Mexico City Sector 12,2026-02-07,554,Airtel,MX,North America,GLOBAL_500_V5,review_stale_global_mix
10.1.18.39,5.331813,-0.493423,IP Camera,Dahua SD49425XB,Accra Sector 13,2025-12-09,8080,BT,GH,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.18.40,25.039817,54.955164,PTZ Camera,Hikvision DS-2CD2085G1,Dubai Sector 14,2026-02-12,8080,Cloudflare,AE,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.18.41,37.86545,127.330408,Bullet Camera,Hanwha XNV-8080R,Seoul Sector 15,2025-08-20,8080,AT&T,KR,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.18.42,-36.479185,175.002166,Dome Camera,Dahua SD49425XB,Auckland Sector 16,2025-08-17,8080,Airtel,NZ,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.18.43,25.562459,51.84927,Dome Camera,Hikvision DS-2CD2085G1,Doha Sector 17,2025-06-12,443,Airtel,QA,Middle East,GLOBAL_500_V5,review_stale_global_mix
10.1.18.44,-37.166348,174.441967,PTZ Camera,Hikvision DS-2CD2085G1,Auckland Sector 18,2025-12-02,8080,BT,NZ,Oceania,GLOBAL_500_V5,review_stale_global_mix
10.1.18.45,1.62095,103.806081,Dome Camera,Dahua SD49425XB,Singapore Sector 19,2025-10-18,8080,BT,SG,Asia,GLOBAL_500_V5,review_stale_global_mix
10.1.18.46,51.633327,0.263144,Bullet Camera,Sony SNC-EP580,London Sector 20,2025-04-12,8080,DigitalOcean,GB,Europe,GLOBAL_500_V5,review_stale_global_mix
10.1.18.47,5.227796,-0.337572,IP Camera,Hikvision DS-2CD2085G1,Accra Sector 1,2025-12-31,8080,Lumen,GH,Africa,GLOBAL_500_V5,review_stale_global_mix
10.1.18.48,40.811814,-74.354639,Dome Camera,Bosch FLEXIDOME,New York Sector 2,2025-11-07,554,Airtel,US,North America,GLOBAL_500_V5,review_stale_global_mix
